City,Property Type,Name,Price,Rating,Reviews Count,Location,Image URL,Image Path
Karachi,apartment,New Royal Palace Inn,,Scored 6.6,6,"PECHS, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/594809410.webp?k=ed00058f4882113970d065d59fa55315ed323c8836e5c138e1a57b231404f4b2&o=,images_apartment\New_Royal_Palace_Inn.jpg
Karachi,apartment,2 rooms with lounge appartment,,,,"Gulshan-E-Jamal, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/633706628.webp?k=00098e97258c9e58c761c02c3cbaa80a2b6cb7d8817e0c3607f1147f100a8231&o=,images_apartment\2_rooms_with_lounge_appartment.jpg
Karachi,apartment,Karachi BNB Royal Family - Airport-Shahr-e-Faisal,,Scored 10,10,"Gulshan-E-Jamal, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/623574822.webp?k=fad81c5acd04b79cea003cfaa9a79b83a50029e92d6efb6b3e835b98caa94808&o=,images_apartment\Karachi_BNB_Royal_Family_-_Airport-Shahr-e-Faisal.jpg
Karachi,apartment,Furnished One Bedroom appartment with kitchen,,Scored 6.0,6,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/567701521.webp?k=130e994c197346d219b532fb61907118d210ca110544598825f772c80ba6cfa0&o=,images_apartment\Furnished_One_Bedroom_appartment_with_kitchen.jpg
Karachi,apartment,The Cozy 2BR APT at Gulshan Iqbal 13-E,,Scored 9.5,9,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/581797479.webp?k=d284e5146cde397350af46cb6f20d7415fc918baab3e10db771c4efc065b3705&o=,images_apartment\The_Cozy_2BR_APT_at_Gulshan_Iqbal_13-E.jpg
Karachi,apartment,Luxury 3Bed Apartment in DHA Phase 8,,Scored 9.0,9,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/670454585.webp?k=b94e15da922ff836c3ea89be1cc4ffc7bc6ea5f9d1369d43a8feba4d0a8b49a3&o=,images_apartment\Luxury_3Bed_Apartment_in_DHA_Phase_8.jpg
Karachi,apartment,The Perfect Family Getaway 3BR APT DHA Phase 6,,Scored 9.2,9,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/704456385.webp?k=56acfe0ef30b46065581d4f4bdaa96131be1422b4b42bbcf31161f759d6adabc&o=,images_apartment\The_Perfect_Family_Getaway_3BR_APT_DHA_Phase_6.jpg
Karachi,apartment,Joher Rooftop Haven-2BR Penthouse in Gulistan e Joher Blk 14,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/596031280.webp?k=29d59c2c5462733279c1961f14448834cb104da5d01cceb5dd9101c8ea9555c1&o=,images_apartment\Joher_Rooftop_Haven-2BR_Penthouse_in_Gulistan_e_Joher_Blk_14.jpg
Karachi,apartment,Seaview apartment,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/670835727.webp?k=94cb2862e2ecac00e41cd32abbbd49f3badcb11d70c65344b31638a43c8d6f67&o=,images_apartment\Seaview_apartment.jpg
Karachi,apartment,Studio Apartment- New Project -Furnished-Pick & Drop,,Scored 9.9,9,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/593565285.webp?k=03eee7fe513c36da05f131b52947faf191da219ed365bd9a438883a24b9a2e1c&o=,images_apartment\Studio_Apartment-_New_Project_-Furnished-Pick___Drop.jpg
Karachi,apartment,Comfortable 1 & 2 Bedroom Apartment in DHA by Virani,,Scored 10,10,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/633840615.webp?k=f5e83de60f29ddb54d986a56ae65dafc737b14f862d19d701eacfe2f3e275ef1&o=,images_apartment\Comfortable_1___2_Bedroom_Apartment_in_DHA_by_Virani.jpg
Karachi,apartment,Travellers Heaven 3BR APT DHA PHASE VI Nishat Commercial,,Scored 9.8,9,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/508235533.webp?k=d9809acbbfe5416a1171311520c5c8b7d06eae79faec30813b66e9449cc06e5a&o=,images_apartment\Travellers_Heaven_3BR_APT_DHA_PHASE_VI_Nishat_Commercial.jpg
Karachi,apartment,Deluxe Apartment,,Scored 9.5,9,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/727377462.webp?k=80c2d823405ee4f354acb1ecd57010fad291ddc91138f565cbc54420b5b340af&o=,images_apartment\Deluxe_Apartment.jpg
Karachi,apartment,Travellers Heaven 2BR APT Gulshan Iqbal 13-E,,Scored 9.0,9,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/560350012.webp?k=04a5721d33c5edc89f95b54f31626ca6cc996043ed4982a3bd6cf74e4dff769d&o=,images_apartment\Travellers_Heaven_2BR_APT_Gulshan_Iqbal_13-E.jpg
Karachi,apartment,Stylish 2 Bed Apartment with Balcony kitchen,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/702432900.webp?k=bd52688c7c5c166481936e0d148e783260e8312e7a2fe4c04bba7e3f8068761c&o=,images_apartment\Stylish_2_Bed_Apartment_with_Balcony_kitchen.jpg
Karachi,apartment,Cozy Room For Rent,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/671988888.webp?k=0b6d8af128dfb93773278fa8a3ead408b724c55de8210afc0c4e55a6d3732d21&o=,images_apartment\Cozy_Room_For_Rent.jpg
Karachi,apartment,Luxury Apartment,,Scored 7.9,7,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/534873782.webp?k=063110b9514f5bfdb904731c28c8daa980869b49c48e5b5ba91b0cbaa4e44f11&o=,images_apartment\Luxury_Apartment.jpg
Karachi,apartment,"Modern 2BR near Clifton Sea View 5min Netflix, Parking",,Scored 9.0,9,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/718407397.webp?k=68a1aa1f831453b092485864e95bff795ea1859dfd5804d0fe8e6b57a5c5e38a&o=,images_apartment\Modern_2BR_near_Clifton_Sea_View_5min_Netflix__Parking.jpg
Karachi,apartment,Studio Apartment in DHA Phase 7,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/724925168.webp?k=20ca51efaa1a1ac3e2fd0de580e8ed00faf19c9dff9a84a5e4e49c98e3de6e9a&o=,images_apartment\Studio_Apartment_in_DHA_Phase_7.jpg
Karachi,apartment,Furnished luxury Vacation Apartment in DHA Phase 8,,Scored 8.7,8,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/565324657.webp?k=c6950136b041a413aaf64706f880eeeb1d38763caeadf4e50b009cd04b577159&o=,images_apartment\Furnished_luxury_Vacation_Apartment_in_DHA_Phase_8.jpg
Karachi,apartment,Apartment in Karachi,,Scored 8.0,8,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/645916420.webp?k=7176ad79c64209e56cd9a7d56e7b25d8571500ba856de88d85bba646ba10837f&o=,images_apartment\Apartment_in_Karachi.jpg
Karachi,apartment,Comfortia Guest House 3 Bed with DringDining,,Scored 10,10,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/539375178.webp?k=e5873fbbd1b75507d91536031e61797042df2e39cfeeda49d7dd82c7a486612e&o=,images_apartment\Comfortia_Guest_House_3_Bed_with_DringDining.jpg
Karachi,apartment,Hotel Galaxy Inn Gulshan,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/719066680.webp?k=3626e4413fc4da3b81ca579baa5330475a37ab55954b95c7fe0306ac9c37b7cf&o=,images_apartment\Hotel_Galaxy_Inn_Gulshan.jpg
Karachi,apartment,Shahra e Faisal-secure apartment,,,,"PECHS, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/694657454.webp?k=f3d4e21308edf8048995b82010ceade4bbc54557e5818be2168c4419a6e9b3c7&o=,images_apartment\Shahra_e_Faisal-secure_apartment.jpg
Karachi,apartment,Ssk Peaceful Hideaway,,Scored 10,10,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/699473444.webp?k=341e6d706fc59c065b58242f5522f549e57cae9668f9089f9ed81c4ad9da2432&o=,images_apartment\Ssk_Peaceful_Hideaway.jpg
Karachi,apartment,Beautiful 3 bed room apartment,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/724471047.webp?k=02f4bf5e007d594d3b1624f861057990a9a1695a3d603bb624430ef89eaae341&o=,images_apartment\Beautiful_3_bed_room_apartment.jpg
Karachi,apartment,My Home CC 50,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/662039246.webp?k=fc24dda4bdf4df663c3795a0de361817fde2fc44450f0d5b21444c47f88f5b8e&o=,images_apartment\My_Home_CC_50.jpg
Karachi,apartment,Karachi Comfort - 2 Bedroom Family Apartment,,,,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/719779284.webp?k=caaef5c09c1a82f0167a4e224c961f1d330f965b05393e2568b76b601b0fa2b6&o=,images_apartment\Karachi_Comfort_-_2_Bedroom_Family_Apartment.jpg
Karachi,apartment,Harmony Haven Cozy 1 BR Getaway with Ac Wifi Tv,,,,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/724484233.webp?k=a8eb05914a230664ce1400dd06d2e513b2a80a1ce172b68f3c924613f7b652c0&o=,images_apartment\Harmony_Haven_Cozy_1_BR_Getaway_with_Ac_Wifi_Tv.jpg
Karachi,apartment,One bedroom luxury apartment 1st floor with kitchen,,Scored 5.3,5,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/588979808.webp?k=0e7494b76e19caa7a2a866178df059cc0da5a0a8477f04d3d0a5c07e43f86acd&o=,images_apartment\One_bedroom_luxury_apartment_1st_floor_with_kitchen.jpg
Karachi,apartment,2 BR Apartment At Emaar Karachi,,,,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/725892765.webp?k=6145064a121e964cba4cf8d236347d31d3cdeac2f0abc455cb35d9898417f9a2&o=,images_apartment\2_BR_Apartment_At_Emaar_Karachi.jpg
Karachi,apartment,The Elet Signature 2 Ruftop Rooms Without Kitchen,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/683160507.webp?k=d7f64a42176e628ce0ba445660a6efab523d630bd9ff17175a3e3747488413ee&o=,images_apartment\The_Elet_Signature_2_Ruftop_Rooms_Without_Kitchen.jpg
Karachi,apartment,Spacious 2-Bedroom Karachi Rental,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/709667245.webp?k=286735864d7f1a37480def35ae409fc45a7e458f73fa7fb14cb30777a164c041&o=,images_apartment\Spacious_2-Bedroom_Karachi_Rental.jpg
Karachi,apartment,Zen Luxury Stay - 3BR Family Apartment DHA Phase 6 Nishat Commercial,,Scored 10,10,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/725590390.webp?k=e428c17016f1bae57cb1b151528d370096812b46156588f74abfe9cd6fdd2e48&o=,images_apartment\Zen_Luxury_Stay_-_3BR_Family_Apartment_DHA_Phase_6_Nishat_Commercial.jpg
Karachi,apartment,Elegant 2BR Escape Gulshan Iqbal 13-E,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/611168431.webp?k=2a460c30bc28c9d2f6a1390193ce7fa925748d0539846cca811b83a046be46e3&o=,images_apartment\Elegant_2BR_Escape_Gulshan_Iqbal_13-E.jpg
Karachi,apartment,3Beds DD Furnished Apartment in Saima Jinnah Avenue Malir Karachi,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/689094615.webp?k=10f119c8d1d5ed489f1077b5db52f6c8c959a0e4cb0bd2b6ce84acc6d99ba901&o=,images_apartment\3Beds_DD_Furnished_Apartment_in_Saima_Jinnah_Avenue_Malir_Karachi.jpg
Karachi,apartment,Luxurious 2BR DD Apartment near Karachi Airport Malir Cantt,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/714752125.webp?k=c8a2ea1b48d3cdd9daeca36dcf0ead15cf0dd31415279c7194a1a1392cfcfdf2&o=,images_apartment\Luxurious_2BR_DD_Apartment_near_Karachi_Airport_Malir_Cantt.jpg
Karachi,apartment,High City Karachi,,,,"Saddar Town, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/664973932.webp?k=7099d2718b465f8d6edbf4ba944a14c8a9a2813b3c1fcf07d6ec5826e5ffca3d&o=,images_apartment\High_City_Karachi.jpg
Karachi,apartment,luxurious Family Apartment,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/487171112.webp?k=f7d2ee55b958d6ad84a43714226aba0d9d33b71dd8082b6f8884dda74b94b819&o=,images_apartment\luxurious_Family_Apartment.jpg
Karachi,apartment,Karachi Gulshan-e-Iqbal Block 3 Furnished 2 Bedrooms Drawing & Dinning Near Disco Bakery-Families ONLY,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/709690552.webp?k=317f2c3c2e44832aae74bb4b58249628b5f2a560769ebaa178653efd6a9db621&o=,images_apartment\Karachi_Gulshan-e-Iqbal_Block_3_Furnished_2_Bedrooms_Drawing___Dinning_Near_Disco_Bakery-Families_ONLY.jpg
Karachi,apartment,Charming 1-Bedroom Retreat in DHA Phase 6,,Scored 9.3,9,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/673082584.webp?k=9df9dcaa09b852e49b25da873d87e347ce8ab6445effd8457bd6ca81641c6cc2&o=,images_apartment\Charming_1-Bedroom_Retreat_in_DHA_Phase_6.jpg
Karachi,apartment,Luxury one Bedroom studio Apartment with Kitchen Gulistan Johar,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/589134447.webp?k=5af323b98392a5c1fbdec8c434417920a8419d24a62f1e9e6e15a080c9c7a21f&o=,images_apartment\Luxury_one_Bedroom_studio_Apartment_with_Kitchen_Gulistan_Johar.jpg
Karachi,apartment,Comfortia Guest House 2 Bed DringDining,,Scored 8.0,8,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/539418403.webp?k=7280882fd38ebb8798e415b8c21ddca588e5a6a4f38a043522659140a5f314a1&o=,images_apartment\Comfortia_Guest_House_2_Bed_DringDining.jpg
Lahore,apartment,pavillian luxury suites,,Scored 8.8,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/648222984.webp?k=3fc8454d5df98721f8e1ef0c1f6464614f0a48dfc18d8495d021931bf52df55d&o=,images_apartment\pavillian_luxury_suites.jpg
Lahore,apartment,Defence Raya Golf & Country Club Apartments,,Scored 9.9,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/698774031.webp?k=6f9d2fea6e380d1fc2ddc92c42f349b1b800f4a2a70e40c2a0979699f706b7d4&o=,images_apartment\Defence_Raya_Golf___Country_Club_Apartments.jpg
Lahore,apartment,Luxury Designer Studio Apartment Mehar Suites Bahria Self Checkin,,Scored 10,10,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/726990612.webp?k=534b7ae7f0274e3e9ed2ba68652cef4b4ee6efe28ffb6978cccc1c47e0a54fac&o=,images_apartment\Luxury_Designer_Studio_Apartment_Mehar_Suites_Bahria_Self_Checkin.jpg
Lahore,apartment,Airreside Gulberg Retreat at Zameen Aurum,,Scored 8.7,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/667473939.webp?k=2e398ca86307586bc375868d6eff4124c090658fe43089e3b49bed9c0789fca6&o=,images_apartment\Airreside_Gulberg_Retreat_at_Zameen_Aurum.jpg
Lahore,apartment,PentaSquare Guest House by Alvis Suite,,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/727447289.webp?k=9550bb6df69051c13e026c1852cedc52c68f0625e8d0b6d1f75b43d05bb57cef&o=,images_apartment\PentaSquare_Guest_House_by_Alvis_Suite.jpg
Lahore,apartment,Gold Crest Executive Signature Luxury Apartments DHA - Phase 4 Lahore,,Scored 8.3,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/681889043.webp?k=94d97f3226a290500f200732cf698bde7cefc4a1a13d958a5af4d96fd1fa48d7&o=,images_apartment\Gold_Crest_Executive_Signature_Luxury_Apartments_DHA_-_Phase_4_Lahore.jpg
Lahore,apartment,Starlit By Zameen Opal,,Scored 8.4,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/664549307.webp?k=f74b4d829136662023ffb1783fb1deee3e7cdea2fbea50f15ecdfa199909eed5&o=,images_apartment\Starlit_By_Zameen_Opal.jpg
Lahore,apartment,Luxurious One-Bedroom Gold Crest Apartment with Stunning Balcony Retreat DHA Lahore,,Scored 8.5,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/697356003.webp?k=2122f03d8c967fd0bddcf71bbf400d794a9bface7f128358274776fd1d038e4a&o=,images_apartment\Luxurious_One-Bedroom_Gold_Crest_Apartment_with_Stunning_Balcony_Retreat_DHA_Lahore.jpg
Lahore,apartment,Aurum Heights Gateway Prestige Luxury Apartments - Gulberg Lahore,,Scored 9.7,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/690853586.webp?k=aaf2d28d6d3658a42ea412270ea3643acf9979f63dc4fef82c42de297f1bdfe1&o=,images_apartment\Aurum_Heights_Gateway_Prestige_Luxury_Apartments_-_Gulberg_Lahore.jpg
Lahore,apartment,Gold Crest Premium Apartments DHA Lahore,,Scored 10,10,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/700270852.webp?k=d62abb279a42a9d389e1b12cac1f20aec1c6cc65ce169bad61a31372aa429cd7&o=,images_apartment\Gold_Crest_Premium_Apartments_DHA_Lahore.jpg
Lahore,apartment,Peak Tower,,Scored 8.1,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/559719828.webp?k=3e01fa0ae1ab05f1818168b81b154dd1b49da730c8d7a62dc19e73465654b28e&o=,images_apartment\Peak_Tower.jpg
Lahore,apartment,Hayyat Luxury Hotel Apartments,,Scored 9.3,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/580214121.webp?k=c1974cfcbe718d506d077573772ece3c30676195c62c4a43c5175db513deb188&o=,images_apartment\Hayyat_Luxury_Hotel_Apartments.jpg
Lahore,apartment,2 BHK Luxuries Apartment At Goldcrest Mall DHA,,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/728360179.webp?k=d3d1419bea8009835341bd664a7c05f4a0ab0f793117d6b0921ae614a20e5e2d&o=,images_apartment\2_BHK_Luxuries_Apartment_At_Goldcrest_Mall_DHA.jpg
Lahore,apartment,CLASSIC ONE-BED SUITE By ALVIS SUITE,,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/728754995.webp?k=747522f08c0a04a758f2f181e372e32b7c709f669f2bec9015e77d1ace71ec86&o=,images_apartment\CLASSIC_ONE-BED_SUITE_By_ALVIS_SUITE.jpg
Lahore,apartment,Goldcrest Mall and Residency - One-Bed Apartment,,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/728757750.webp?k=2f396d351df5887ee8eb7619521e773fab4f0323e33348e5ac2042791ae06c4e&o=,images_apartment\Goldcrest_Mall_and_Residency_-_One-Bed_Apartment.jpg
Lahore,apartment,"Studio Apartment in Gold Crest, DHA Lahore",,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/728205567.webp?k=6d4be9eab69a01b2c29faa837041adf5cd453d396705ba3233be9cc77daa9ac4&o=,images_apartment\Studio_Apartment_in_Gold_Crest__DHA_Lahore.jpg
