City,Property Type,Name,Rating,Reviews Count,Location,Image URL,Image Path
Lahore,home,3 BR Serviced Ground Floor Near Emporium Mall,10.0,10.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/588265914.webp?k=19cb2812fa8d4a8db2c1bdc6b0b0c4556073e6283713a945184fb4f02253eca8&o=,images_home\3_BR_Serviced_Ground_Floor_Near_Emporium_Mall.jpg
Lahore,home,3 BR Serviced First Floor Near Emporium Mall,10.0,10.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/588278714.webp?k=dc8c6661bcc55aa7b2587809de281aa6cf4ddae0558acc42ad6874ff77ca13a9&o=,images_home\3_BR_Serviced_First_Floor_Near_Emporium_Mall.jpg
Lahore,home,Doctor's House,7.7,7.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/587646408.webp?k=32f2c335d71cb116dc7e4cd8125499fb0e1d59b8c929002ac2df7b9dcec967de&o=,images_home\Doctor_s_House.jpg
Lahore,home,6-BedRoom Entire Furnished Home,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/712455247.webp?k=ea50f37ee8dcb6f14cd89b5ad1a00ca30d2e515e699de6573c3aa8163643bf26&o=,images_home\6-BedRoom_Entire_Furnished_Home.jpg
Lahore,home,M72 Luxe 1 Kanal Modern House Phase 6 DHA Raya,10.0,10.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/677260692.webp?k=836cc50fe97109f117bf3c9050b3f308f6acc31aa09dbe92069f5143a62c34a1&o=,images_home\M72_Luxe_1_Kanal_Modern_House_Phase_6_DHA_Raya.jpg
Lahore,home,Serene Homes - 2 bedroom Portion,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/706478492.webp?k=9f3cd58f8bc4621c5aa337c870bf688d3c82abfcc720375892b5679efe403535&o=,images_home\Serene_Homes_-_2_bedroom_Portion.jpg
Lahore,home,7 BR Serviced Holiday Home Near Emporium Mall,10.0,10.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/712749731.webp?k=b2807203f7872607b83daee5fded46e8bb1287f642a9006c0ac193ab697caad0&o=,images_home\7_BR_Serviced_Holiday_Home_Near_Emporium_Mall.jpg
Lahore,home,Hareem Homes,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/717711112.webp?k=b9b1f078e6d55b2183253595be47f47b4a1fa387608d54b2fa273dc1a18b2b0c&o=,images_home\Hareem_Homes.jpg
Lahore,home,Hotel Grand orchard one,6.3,6.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/659761941.webp?k=1efecfe205e7aa8e849e29dbb1a825b2f1fac418d7f69e0f6a81bfb3283bb296&o=,images_home\Hotel_Grand_orchard_one.jpg
Lahore,home,Sidra house,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/633587916.webp?k=ae318620ff64f88a55932858a0f268876240118479534dcc68cc99d20fb45446&o=,images_home\Sidra_house.jpg
Lahore,home,Comfort house Dha Phase 7 near Raya & AirPort 1 kanal full house,10.0,10.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/591371590.webp?k=595171398bbc3c5cba7adee40f2d1138880c90a690466d48b8b67516c58d760b&o=,images_home\Comfort_house_Dha_Phase_7_near_Raya___AirPort_1_kanal_full_house.jpg
Lahore,home,Couples paradise,,,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/655897853.webp?k=227711d9acd3b888bbf5627b8a2ff9f8365b587a2811f5a68e16cbe5aa1c671c&o=,images_home\Couples_paradise.jpg
Lahore,home,Family Friendly 2-Bedroom Home Upper Portion with Parking,9.5,9.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/679598401.webp?k=98b564c2b78110c806b5e15c3f50d8c8b8a9d0321c27fe91ffb5e16474f692fd&o=,images_home\Family_Friendly_2-Bedroom_Home_Upper_Portion_with_Parking.jpg
Lahore,home,13 Gates Residences No 1,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/649709672.webp?k=a80b0c9d03dcb181dd551015bca6cd83ea25d6be8b255d0f35c4980bc362569c&o=,images_home\13_Gates_Residences_No_1.jpg
Lahore,home,Bigway Motal,10.0,10.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/701840590.webp?k=e1995bb42bb9a10b97b5f912c1d27e8802bf38c8972474febf418e620113833f&o=,images_home\Bigway_Motal.jpg
Lahore,home,Haven Lodge - 3BR Luxury Home in AWT Lahore,8.0,8.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/648160609.webp?k=ec41f1ff8d44eab70e317048507b2f43023a41a08f29b0efe69ed5a26ca2545c&o=,images_home\Haven_Lodge_-_3BR_Luxury_Home_in_AWT_Lahore.jpg
Lahore,home,5-Bedroom Vacation Home,,,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/529918152.webp?k=f1d509d25d337d9caff51c28ec7b0b2fd0cdc9771c6d86db7d3eb7e0a80bc265&o=,images_home\5-Bedroom_Vacation_Home.jpg
Lahore,home,most secure & luxurious house,3.0,3.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/663467232.webp?k=ac08b5e5cf9141771f39f85f59a09eb0d11b76670ace58571b331689a01995cb&o=,images_home\most_secure___luxurious_house.jpg
Lahore,home,Modern 3-BDR Family Home,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/672688403.webp?k=e21beb3e1c24fb643e3b3a4371d902226432759a53a5c921c74b86c9921a2966&o=,images_home\Modern_3-BDR_Family_Home.jpg
Lahore,home,"5 Bedrooms furnished separate upper portion house in DHA Phase 4, Lahore",8.5,8.0,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/537727898.webp?k=68135e114244fad97c3b3461607fac0f9dc32a3b8ae7e7214b75e0a4beb9685a&o=,images_home\5_Bedrooms_furnished_separate_upper_portion_house_in_DHA_Phase_4__Lahore.jpg
Lahore,home,Glanz Homz Opulent 3BR on 1st floor,,,"Model Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/592277300.webp?k=35a652550ad74a14357f4fe6e1279f67508034aadff2ad097c54aae5be7d3a45&o=,images_home\Glanz_Homz_Opulent_3BR_on_1st_floor.jpg
Lahore,home,Ground portion of a luxury home with area 545 SQM in a prestigious housing compound,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/705849712.webp?k=6a408b8cb63b39101c2b7c8abcdefead391ddd5249089238ed32074d84630522&o=,images_home\Ground_portion_of_a_luxury_home_with_area_545_SQM_in_a_prestigious_housing_compound.jpg
Lahore,home,Enjoy Holidays as its your own place,,,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/646132963.webp?k=fa81136562c187f4030f78fbe77f9eb10059837daf439a7c9405424d9f4e5b77&o=,images_home\Enjoy_Holidays_as_its_your_own_place.jpg
Lahore,home,Stay As Its Your Home,,,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/646950528.webp?k=c3acae75ca19c0f90b214359eed5cd6f24b8d9b0a5b750fa0c570a985dddac1b&o=,images_home\Stay_As_Its_Your_Home.jpg
Lahore,home,Cozy 3BDR Kitchen Lounges DHA phase 9 Lahore,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/673409183.webp?k=530d224f455cee65a3d3d55aca47774a57db3cea48942f3ac686a5c174c3ee5b&o=,images_home\Cozy_3BDR_Kitchen_Lounges_DHA_phase_9_Lahore.jpg
Lahore,home,Divine Garden Lahore,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/301462378.webp?k=4b679634dd86048a5943e2332d6ea036739efcf3fe9244df127618967f84d1bd&o=,images_home\Divine_Garden_Lahore.jpg
Lahore,home,1 Kanal House in Bahria Town,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/645798103.webp?k=4b43caa5a16d57ab5b5cd50522c1ea8397879fb6a513aa7ec226cf7c18875328&o=,images_home\1_Kanal_House_in_Bahria_Town.jpg
Lahore,home,Vacation Homes,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/656222636.webp?k=09cf35a2f730f821b9310855c8749f9f728c20facead31c65df3423627f47bc3&o=,images_home\Vacation_Homes.jpg
Lahore,home,Gondal Group,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/639886982.webp?k=bb5277c7bfcf580e3cb3dcf61c908a8fcd03ddba36aedf5c30646e8937eabccc&o=,images_home\Gondal_Group.jpg
Lahore,home,Luxury 3bedroom Family portion Available,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/630894054.webp?k=0cd06268ae488a3b44c727664e7528f827b2c0d88f8397db98c5d1c95a898afd&o=,images_home\Luxury_3bedroom_Family_portion_Available.jpg
Lahore,home,Private Home,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/726931026.webp?k=ccb97233048ab00818ff906092d3c177640fabca6e37e8d88821de30a62da24c&o=,images_home\Private_Home.jpg
Islamabad,home,UNA Services - Margalla Retreat,9.8,9.0,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/621171270.webp?k=17a89602162bd5403fdb5ccb11f52591df5db835204ca0a319ae5c29556ff238&o=,images_home\UNA_Services_-_Margalla_Retreat.jpg
Islamabad,home,Haven Lodge - 7BR Luxury Vacation Home with Mountain View,7.9,7.0,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/606329309.webp?k=f976b94cffdd59b6259d9258b0d8066965124f116bfec5f1e6dbcdd92ed054ec&o=,images_home\Haven_Lodge_-_7BR_Luxury_Vacation_Home_with_Mountain_View.jpg
Islamabad,home,Designer Suite Centrally Located,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/728247770.webp?k=554a9702bc63f485bed075bc5c99f6b966bc4566b403ca9552090593fa946363&o=,images_home\Designer_Suite_Centrally_Located.jpg
Islamabad,home,frank inn guest house,9.5,9.0,"G-9 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/642369661.webp?k=cc62bef0e83fc3e94841a340aa623c4400da16f95e5f0d296a7438736d0807a1&o=,images_home\frank_inn_guest_house.jpg
Islamabad,home,Vacation Home Islamabad,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/728390377.webp?k=e201b098c05e55b094b12ad4111bdab4093f31f9abe01011cd866786c779e286&o=,images_home\Vacation_Home_Islamabad.jpg
Islamabad,home,3Bdr Spacious Hill View Central E 11 TV Netflix,7.8,7.0,"E-11 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/561295760.webp?k=69c312f468a904168d52a22d7dc98b7971fb49ca75e2928c1e577ef50dc8fd1b&o=,images_home\3Bdr_Spacious_Hill_View_Central_E_11_TV_Netflix.jpg
Islamabad,home,Luxurious 5 Bedroom Mansion Upper Portion Near Gerry Visa Park Road Islamabad,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/715731445.webp?k=948f76d1903125d9321ac4e6a13db6ab4a6a02bda514645f45dbed6b5efd2a96&o=,images_home\Luxurious_5_Bedroom_Mansion_Upper_Portion_Near_Gerry_Visa_Park_Road_Islamabad.jpg
Islamabad,home,Pegasus Lodge Entire Family Guest House 5400 Square Feet Your Comfort Our Promise,9.0,9.0,"F-7 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/708831492.webp?k=745652c554119dad00a32d0dd3167d6a5ae8e90374221dc44ed59ac4ca10ad6f&o=,images_home\Pegasus_Lodge_Entire_Family_Guest_House_5400_Square_Feet_Your_Comfort_Our_Promise.jpg
Islamabad,home,Family three bedroom villa D-12,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/702413118.webp?k=3ea167ff40e7920a79e91c3325525b4148d36cb5ae51c74517918153b7162299&o=,images_home\Family_three_bedroom_villa_D-12.jpg
Islamabad,home,Spacious 4-Bedroom Luxury Stay in the Heart of F10,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/617522875.webp?k=bd69f18928079f030a8055e294c10755c6b4e720de08888b2d6e23fd068e1603&o=,images_home\Spacious_4-Bedroom_Luxury_Stay_in_the_Heart_of_F10.jpg
Islamabad,home,S&A The Luxe Retreat 2BHK House I-8,,,"I-8 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/723339409.webp?k=a8c8385f59c017a96083611ca1a971bb659d48a412d3ab69ae58e959f32afb63&o=,images_home\S_A_The_Luxe_Retreat_2BHK_House_I-8.jpg
Islamabad,home,Rustic bliss,,,"F-8 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/702151339.webp?k=b6a96ea5c0c793226ea8407afc0e1a76c4e5b14fdb518ad6a87f02fcce4b8444&o=,images_home\Rustic_bliss.jpg
Islamabad,home,Entire Four Bedroom Cozy Home in G9 Islamabad,9.0,9.0,"G-9 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/604941773.webp?k=d0b215a06af5bc96e78e0bb8929fcd069b7834d241bd16d464facd6474a242f3&o=,images_home\Entire_Four_Bedroom_Cozy_Home_in_G9_Islamabad.jpg
Islamabad,home,F10 Family House Islamabad,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/710755954.webp?k=b417e4a86148d00d188b73acbaa06de7b9bc2ec2d43467f012164a46f677a580&o=,images_home\F10_Family_House_Islamabad.jpg
Islamabad,home,Mountain Crest Villa,8.0,8.0,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/699048472.webp?k=7c17275a953035343b4a47599fe23502fbaecbfaac2da1018a8a2fd664a9b105&o=,images_home\Mountain_Crest_Villa.jpg
Islamabad,home,Home 224,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/719558699.webp?k=909041c841430236ef1d960c4fe053e1f3baeabc90f49c0e8cff1bdbbbfc12eb&o=,images_home\Home_224.jpg
Islamabad,home,Islamabad Residency 2,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/471570980.webp?k=b8cbc4189af7934b9de2e07b621360c7c481cad12528d47de03273b44fd86f13&o=,images_home\Islamabad_Residency_2.jpg
Islamabad,home,"Haven Lodge, 5BR Entire Vacation Home in Bahria Enclave",7.0,7.0,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/633585386.webp?k=b231a8ed2dabde7b929e23e8f7db2928c97c8fa6a4a6e9c700c91fd1bb9ae305&o=,images_home\Haven_Lodge__5BR_Entire_Vacation_Home_in_Bahria_Enclave.jpg
Islamabad,home,3 BDR F10-1 Escape,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/673032942.webp?k=a60550b4925c08bf7a4e4aed1295cb678fed1398ceec9a4555f879c450a4810e&o=,images_home\3_BDR_F10-1_Escape.jpg
Islamabad,home,Basement Street 67 Sector I 8 3 Islamabad,1.0,1.0,"I-8 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/379750542.webp?k=b792c57373d8f932482420dc26a52b2b1081d9106cdd8c8e78807c3237651a29&o=,images_home\Basement_Street_67_Sector_I_8_3_Islamabad.jpg
Islamabad,home,Two Bedroom House near Centaurus,,,"G-8 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/709645283.webp?k=c317092a374055edadffe87ac02a9281a0af05cd9a2932f81b0111e1178f1544&o=,images_home\Two_Bedroom_House_near_Centaurus.jpg
Islamabad,home,2 Bed Ground/ Home Office,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/499825234.webp?k=8332edbfccfd7a72f6cce086e02f9f6f0e5cf02bb62c34753b06ce142a80f978&o=,images_home\2_Bed_Ground__Home_Office.jpg
Islamabad,home,Royal Grand cottage E-11 only for Families Islamabad,9.0,9.0,"E-11 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/618411118.webp?k=ac2131e7f33cbc7161a2ce9eb73f21715cda4ed12464d21e8279e20a86e6e3e1&o=,images_home\Royal_Grand_cottage_E-11_only_for_Families_Islamabad.jpg
Islamabad,home,"whole house one kanal, 6 Bedrooms",,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/635376676.webp?k=56e6ceaf1fb35995711cbfecb01641432e5f462f519de2b382b8bb92b9d74266&o=,images_home\whole_house_one_kanal__6_Bedrooms.jpg
Islamabad,home,Modern 3-Bed Retreat E11 PEACEFUL,,,"E-11 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/708961298.webp?k=70283b59d199397122a50cdaa1502e1621b8714a1a1723bb077b97cd74e6e9ac&o=,images_home\Modern_3-Bed_Retreat_E11_PEACEFUL.jpg
Islamabad,home,Baagh-e-sakoon,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/704300608.webp?k=84d40ad28f245201b7bf17adbfe7a420e93d2893df694f093dd578b952967115&o=,images_home\Baagh-e-sakoon.jpg
Islamabad,home,Khan's Family guest House,1.0,1.0,"F-8 Sector, Islamabad",https://cf.bstatic.com/xdata/images/hotel/square240/700120728.webp?k=1b8dbedbe716718334c3c1fecac329f9ae4631a9f790601676398bc7d878b95c&o=,images_home\Khan_s_Family_guest_House.jpg
Islamabad,home,upper portion of a house,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/633631078.webp?k=ac664e94f7bb8ba763ed49b616ca5ff51c41fb3d859b1e9544a9d6c45e7df735&o=,images_home\upper_portion_of_a_house.jpg
Islamabad,home,The Oasis Home,,,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/679260116.webp?k=15cc1212b25facb9a5d5b6d9f906fcbffea684ca24a7d758b0cf81571b32ff0e&o=,images_home\The_Oasis_Home.jpg
Islamabad,home,"Haven Lodge, 3BR Entire Portion in Bahria Enclave Islamabad",9.3,9.0,Islamabad,https://cf.bstatic.com/xdata/images/hotel/square240/638233133.webp?k=c07f217ebd7924820011c269f071013f8bb5743e67a38978edc465c2b2272ac5&o=,images_home\Haven_Lodge__3BR_Entire_Portion_in_Bahria_Enclave_Islamabad.jpg
